[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,URL,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,생산기관
4180,국회기록보존소,국회연표,디지털 본회의장 시연회(의장)사진3,,2005.08.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4181,국회기록보존소,국회연표,디지털 본회의장 시연회(의장)사진4,,2005.08.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4182,국회기록보존소,국회연표,디지털 본회의장 시연회(의장)사진5,,2005.08.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4183,국회기록보존소,국회연표,제256회 정기국회 개회식사진1,,2005.09.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4184,국회기록보존소,국회연표,제256회 정기국회 개회식사진2,,2005.09.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4185,국회기록보존소,국회연표,제256회 정기국회 개회식사진3,,2005.09.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4186,국회기록보존소,국회연표,의장유럽공식방문차출국사진1,,2005.09.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4187,국회기록보존소,국회연표,의장유럽공식방문차출국사진2,,2005.09.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4188,국회기록보존소,국회연표,의장유럽공식방문차출국사진3,,2005.09.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4189,국회기록보존소,국회연표,통외통위 쌀 협상 민노당의원 농성 및 기자회견사진3,,2005.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4190,국회기록보존소,국회연표,통외통위 쌀 협상 민노당의원 농성 및 기자회견사진2,,2005.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4191,국회기록보존소,국회연표,통외통위 쌀 협상 민노당의원 농성 및 기자회견사진1,,2005.10.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4192,국회기록보존소,국회연표,제7차 본회의(정치)사진1,,2005.10.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4193,국회기록보존소,국회연표,제7차 본회의(정치)사진2,,2005.10.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4194,국회기록보존소,국회연표,제7차 본회의(정치)사진3,,2005.10.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4195,국회기록보존소,국회연표,제7차 본회의(정치)사진4,,2005.10.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4196,국회기록보존소,국회연표,제7차 본회의(정치)사진5,,2005.10.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4197,국회기록보존소,국회연표,제8차 본회의(통일. 외교)사진3,,2005.10.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4198,국회기록보존소,국회연표,제8차 본회의(통일. 외교)사진2,,2005.10.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4199,국회기록보존소,국회연표,제8차 본회의(통일. 외교)사진1,,2005.10.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4200,국회기록보존소,국회연표,제8차 본회의(통일. 외교)사진4,,2005.10.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4201,국회기록보존소,국회연표,제8차 본회의(통일. 외교)사진5,,2005.10.25,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4202,국회기록보존소,국회연표,제9차 본회의(경제)사진1,,2005.10.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4203,국회기록보존소,국회연표,제9차 본회의(경제)사진2,,2005.10.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4204,국회기록보존소,국회연표,제9차 본회의(경제)사진3,,2005.10.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4205,국회기록보존소,국회연표,제9차 본회의(경제)사진4,,2005.10.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4206,국회기록보존소,국회연표,제9차 본회의(경제)사진5,,2005.10.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4207,국회기록보존소,국회연표,제9차 본회의(경제)사진6,,2005.10.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4208,국회기록보존소,국회연표,제11차 본회의(교육.사회.문화)사진1,,2005.10.31,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4209,국회기록보존소,국회연표,제11차 본회의(교육.사회.문화)사진2,,2005.10.31,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4210,국회기록보존소,국회연표,제11차 본회의(교육.사회.문화)사진3,,2005.10.31,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4211,국회기록보존소,국회연표,제11차 본회의(교육.사회.문화)사진4,,2005.10.31,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4212,국회기록보존소,국회연표,제11차 본회의(교육.사회.문화)사진5,,2005.10.31,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4213,국회기록보존소,국회연표,후진타오 중화민국 주석 국회방문사진1,,2005.11.17,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4214,국회기록보존소,국회연표,후진타오 중화민국 주석 국회방문사진2,,2005.11.17,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4215,국회기록보존소,국회연표,후진타오 중화민국 주석 국회방문사진5,,2005.11.17,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4216,국회기록보존소,국회연표,후진타오 중화민국 주석 국회방문사진4,,2005.11.17,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4217,국회기록보존소,국회연표,후진타오 중화민국 주석 국회방문사진3,,2005.11.17,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4218,국회기록보존소,국회연표,황우석교수를돕는 의원모임(가칭)사진2,,2005.12.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4219,국회기록보존소,국회연표,황우석교수를돕는 의원모임(가칭)사진1,,2005.12.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4220,국회기록보존소,국회연표,황우석교수를돕는 의원모임(가칭)사진3,,2005.12.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4221,국회기록보존소,국회연표,제16차 본회의(사학법)사진4,,2005.12.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4222,국회기록보존소,국회연표,제16차 본회의(사학법)사진3,,2005.12.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4223,국회기록보존소,국회연표,제16차 본회의(사학법)사진2,,2005.12.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4224,국회기록보존소,국회연표,제16차 본회의(사학법)사진5,,2005.12.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4225,국회기록보존소,국회연표,제16차 본회의(사학법)사진1,,2005.12.09,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4226,국회기록보존소,국회연표,"의장해외방문 출국(중국,베트남)사진1",,2006.01.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4227,국회기록보존소,국회연표,"의장해외방문 출국(중국,베트남)사진2",,2006.01.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4228,국회기록보존소,국회연표,"의장해외방문 출국(중국,베트남)사진4",,2006.01.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4229,국회기록보존소,국회연표,"의장해외방문 출국(중국,베트남)사진3",,2006.01.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4230,국회기록보존소,국회연표,인도 압둘 칼람 대통령 국회 방문 및 연설사진6,,2006.02.08,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4231,국회기록보존소,국회연표,인도 압둘 칼람 대통령 국회 방문 및 연설사진5,,2006.02.08,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4232,국회기록보존소,국회연표,인도 압둘 칼람 대통령 국회 방문 및 연설사진1,,2006.02.08,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4233,국회기록보존소,국회연표,인도 압둘 칼람 대통령 국회 방문 및 연설사진4,,2006.02.08,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4234,국회기록보존소,국회연표,인도 압둘 칼람 대통령 국회 방문 및 연설사진3,,2006.02.08,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4235,국회기록보존소,국회연표,인도 압둘 칼람 대통령 국회 방문 및 연설사진2,,2006.02.08,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
4236,국회기록보존소,국회연표,제5차본회의 교섭단체 대표연설(이재오 한나라당 원내대표)사진2,,2006.02.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4237,국회기록보존소,국회연표,제5차본회의 교섭단체 대표연설(이재오 한나라당 원내대표)사진1,,2006.02.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4238,국회기록보존소,국회연표,"제7차 본회의(통일, 외교, 안보)사진1",,2006.02.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4239,국회기록보존소,국회연표,"제7차 본회의(통일, 외교, 안보)사진3",,2006.02.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4240,국회기록보존소,국회연표,"제7차 본회의(통일, 외교, 안보)사진2",,2006.02.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4241,국회기록보존소,국회연표,"제7차 본회의(통일, 외교, 안보)사진4",,2006.02.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4242,국회기록보존소,국회연표,"제7차 본회의(통일, 외교, 안보)사진5",,2006.02.23,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4243,국회기록보존소,국회연표,제8차 본회의(경제1)사진2,,2006.02.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4244,국회기록보존소,국회연표,제8차 본회의(경제1)사진1,,2006.02.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4245,국회기록보존소,국회연표,제8차 본회의(경제1)사진4,,2006.02.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4246,국회기록보존소,국회연표,제8차 본회의(경제1)사진3,,2006.02.24,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4247,국회기록보존소,국회연표,환경노동위원회(비정규직법안)사진5,,2006.02.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4248,국회기록보존소,국회연표,환경노동위원회(비정규직법안)사진3,,2006.02.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4249,국회기록보존소,국회연표,환경노동위원회(비정규직법안)사진4,,2006.02.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4250,국회기록보존소,국회연표,환경노동위원회(비정규직법안)사진1,,2006.02.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4251,국회기록보존소,국회연표,환경노동위원회(비정규직법안)사진2,,2006.02.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4252,국회기록보존소,국회연표,제259회 국회(임시회)제1차본회의사진1,,2006.04.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4253,국회기록보존소,국회연표,제259회 국회(임시회)제1차본회의사진2,,2006.04.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4254,국회기록보존소,국회연표,제259회 국회(임시회)제1차본회의사진3,,2006.04.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4255,국회기록보존소,국회연표,제3차 본회의(정치)사진1,,2006.04.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
4256,국회기록보존소,국회연표,제3차 본회의(정치)사진3,,2006.04.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
